groupe,code_h,ligne,valeurs
Charge,5.3.2.,Gros travaux Parties Communes,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '26540 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '0 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '0 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '0 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '0 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '0 €', 'Budget Jan 2026': '0 €', 'Budget Feb 2026': '0 €', 'Budget Mar 2026': '0 €', 'Budget Apr 2026': '0 €', 'Budget May 2026': '0 €', 'Budget Jun 2026': '0 €', 'Budget Jul 2026': '0 €', 'Budget Aug 2026': '0 €', 'Budget Sep 2026': '0 €', 'Budget Oct 2026': '0 €', 'Budget Nov 2026': '0 €', 'Budget Dec 2026': '0 €'}"
Charge,5.4.,INCIDENCE T.V.A,"{'Réel Jan 2022': '8247 €', 'Réel Feb 2022': '6477 €', 'Réel Mar 2022': '8809 €', 'Réel Apr 2022': '7896 €', 'Réel May 2022': '3704 €', 'Réel Jun 2022': '10501 €', 'Réel Jul 2022': '9958 €', 'Réel Aug 2022': '8346 €', 'Réel Sep 2022': '1988 €', 'Réel Oct 2022': '20677 €', 'Réel Nov 2022': '1888 €', 'Réel Dec 2022': '27834 €', 'Réel Jan 2023': '7568 €', 'Réel Feb 2023': '2082 €', 'Réel Mar 2023': '14624 €', 'Réel Apr 2023': '12450 €', 'Réel May 2023': '12492 €', 'Réel Jun 2023': '12502 €', 'Réel Jul 2023': '10304 €', 'Réel Aug 2023': '5115 €', 'Réel Sep 2023': '14493 €', 'Réel Oct 2023': '10854 €', 'Réel Nov 2023': '10267 €', 'Réel Dec 2023': '21673 €', 'Réel Jan 2024': '18466 €', 'Réel Feb 2024': '8376 €', 'Réel Mar 2024': '12485 €', 'Réel Apr 2024': '12600 €', 'Réel May 2024': '9372 €', 'Réel Jun 2024': '9781 €', 'Réel Jul 2024': '3582 €', 'Réel Aug 2024': '20757 €', 'Réel Sep 2024': '9234 €', 'Réel Oct 2024': '21289 €', 'Réel Nov 2024': '5905 €', 'Réel Dec 2024': '28861 €', 'Budget Jan 2025': '17513 €', 'Budget Feb 2025': '7944 €', 'Budget Mar 2025': '11840 €', 'Budget Apr 2025': '11949 €', 'Budget May 2025': '8888 €', 'Budget Jun 2025': '9276 €', 'Budget Jul 2025': '3397 €', 'Budget Aug 2025': '19686 €', 'Budget Sep 2025': '8757 €', 'Budget Oct 2025': '20190 €', 'Budget Nov 2025': '5601 €', 'Budget Dec 2025': '29211 €', 'Prévision Jan 2025': '13224 €', 'Prévision Feb 2025': '2870 €', 'Prévision Mar 2025': '35534 €', 'Prévision Apr 2025': '6955 €', 'Prévision May 2025': '2291 €', 'Prévision Jun 2025': '13198 €', 'Prévision Jul 2025': '10215 €', 'Prévision Aug 2025': '21640 €', 'Prévision Sep 2025': '8757 €', 'Prévision Oct 2025': '20190 €', 'Prévision Nov 2025': '5601 €', 'Prévision Dec 2025': '29211 €', 'Budget Jan 2026': '13628 €', 'Budget Feb 2026': '13628 €', 'Budget Mar 2026': '13628 €', 'Budget Apr 2026': '13628 €', 'Budget May 2026': '13628 €', 'Budget Jun 2026': '13628 €', 'Budget Jul 2026': '13628 €', 'Budget Aug 2026': '13628 €', 'Budget Sep 2026': '13628 €', 'Budget Oct 2026': '13628 €', 'Budget Nov 2026': '13628 €', 'Budget Dec 2026': '13628 €'}"
Charge,5.4.1.,Incidence TVA (cc + prorata de gestion),"{'Réel Jan 2022': '8247 €', 'Réel Feb 2022': '6477 €', 'Réel Mar 2022': '8809 €', 'Réel Apr 2022': '7896 €', 'Réel May 2022': '3704 €', 'Réel Jun 2022': '10501 €', 'Réel Jul 2022': '9958 €', 'Réel Aug 2022': '8346 €', 'Réel Sep 2022': '1988 €', 'Réel Oct 2022': '20677 €', 'Réel Nov 2022': '1888 €', 'Réel Dec 2022': '8629 €', 'Réel Jan 2023': '7568 €', 'Réel Feb 2023': '2082 €', 'Réel Mar 2023': '14624 €', 'Réel Apr 2023': '12450 €', 'Réel May 2023': '12492 €', 'Réel Jun 2023': '12502 €', 'Réel Jul 2023': '10304 €', 'Réel Aug 2023': '5115 €', 'Réel Sep 2023': '14493 €', 'Réel Oct 2023': '10854 €', 'Réel Nov 2023': '10267 €', 'Réel Dec 2023': '2083 €', 'Réel Jan 2024': '18466 €', 'Réel Feb 2024': '8376 €', 'Réel Mar 2024': '12485 €', 'Réel Apr 2024': '12600 €', 'Réel May 2024': '9372 €', 'Réel Jun 2024': '9781 €', 'Réel Jul 2024': '3582 €', 'Réel Aug 2024': '20757 €', 'Réel Sep 2024': '9234 €', 'Réel Oct 2024': '21289 €', 'Réel Nov 2024': '5905 €', 'Réel Dec 2024': '8880 €', 'Budget Jan 2025': '17513 €', 'Budget Feb 2025': '7944 €', 'Budget Mar 2025': '11840 €', 'Budget Apr 2025': '11949 €', 'Budget May 2025': '8888 €', 'Budget Jun 2025': '9276 €', 'Budget Jul 2025': '3397 €', 'Budget Aug 2025': '19686 €', 'Budget Sep 2025': '8757 €', 'Budget Oct 2025': '20190 €', 'Budget Nov 2025': '5601 €', 'Budget Dec 2025': '8631 €', 'Prévision Jan 2025': '13224 €', 'Prévision Feb 2025': '2870 €', 'Prévision Mar 2025': '35534 €', 'Prévision Apr 2025': '6955 €', 'Prévision May 2025': '2291 €', 'Prévision Jun 2025': '13198 €', 'Prévision Jul 2025': '10215 €', 'Prévision Aug 2025': '21640 €', 'Prévision Sep 2025': '8757 €', 'Prévision Oct 2025': '20190 €', 'Prévision Nov 2025': '5601 €', 'Prévision Dec 2025': '8631 €', 'Budget Jan 2026': '11879 €', 'Budget Feb 2026': '11879 €', 'Budget Mar 2026': '11879 €', 'Budget Apr 2026': '11879 €', 'Budget May 2026': '11879 €', 'Budget Jun 2026': '11879 €', 'Budget Jul 2026': '11879 €', 'Budget Aug 2026': '11879 €', 'Budget Sep 2026': '11879 €', 'Budget Oct 2026': '11879 €', 'Budget Nov 2026': '11879 €', 'Budget Dec 2026': '11879 €'}"
Charge,5.4.2.,Incidence TVA liée MDG et GARDIEN,"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '0 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '0 €', 'Réel Jul 2022': '0 €', 'Réel Aug 2022': '0 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '0 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '19205 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '0 €', 'Réel Apr 2023': '0 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '0 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '0 €', 'Réel Oct 2023': '0 €', 'Réel Nov 2023': '0 €', 'Réel Dec 2023': '19589 €', 'Réel Jan 2024': '0 €', 'Réel Feb 2024': '0 €', 'Réel Mar 2024': '0 €', 'Réel Apr 2024': '0 €', 'Réel May 2024': '0 €', 'Réel Jun 2024': '0 €', 'Réel Jul 2024': '0 €', 'Réel Aug 2024': '0 €', 'Réel Sep 2024': '0 €', 'Réel Oct 2024': '0 €', 'Réel Nov 2024': '0 €', 'Réel Dec 2024': '19981 €', 'Budget Jan 2025': '0 €', 'Budget Feb 2025': '0 €', 'Budget Mar 2025': '0 €', 'Budget Apr 2025': '0 €', 'Budget May 2025': '0 €', 'Budget Jun 2025': '0 €', 'Budget Jul 2025': '0 €', 'Budget Aug 2025': '0 €', 'Budget Sep 2025': '0 €', 'Budget Oct 2025': '0 €', 'Budget Nov 2025': '0 €', 'Budget Dec 2025': '20580 €', 'Prévision Jan 2025': '0 €', 'Prévision Feb 2025': '0 €', 'Prévision Mar 2025': '0 €', 'Prévision Apr 2025': '0 €', 'Prévision May 2025': '0 €', 'Prévision Jun 2025': '0 €', 'Prévision Jul 2025': '0 €', 'Prévision Aug 2025': '0 €', 'Prévision Sep 2025': '0 €', 'Prévision Oct 2025': '0 €', 'Prévision Nov 2025': '0 €', 'Prévision Dec 2025': '20580 €', 'Budget Jan 2026': '1749 €', 'Budget Feb 2026': '1749 €', 'Budget Mar 2026': '1749 €', 'Budget Apr 2026': '1749 €', 'Budget May 2026': '1749 €', 'Budget Jun 2026': '1749 €', 'Budget Jul 2026': '1749 €', 'Budget Aug 2026': '1749 €', 'Budget Sep 2026': '1749 €', 'Budget Oct 2026': '1749 €', 'Budget Nov 2026': '1749 €', 'Budget Dec 2026': '1749 €'}"
Charge,5.5.,CET (ex Taxe Pro),"{'Réel Jan 2022': '1040 €', 'Réel Feb 2022': '-536 €', 'Réel Mar 2022': '207 €', 'Réel Apr 2022': '1463 €', 'Réel May 2022': '-619 €', 'Réel Jun 2022': '570 €', 'Réel Jul 2022': '1612 €', 'Réel Aug 2022': '-429 €', 'Réel Sep 2022': '748 €', 'Réel Oct 2022': '1980 €', 'Réel Nov 2022': '103 €', 'Réel Dec 2022': '615 €', 'Réel Jan 2023': '1261 €', 'Réel Feb 2023': '1230 €', 'Réel Mar 2023': '1070 €', 'Réel Apr 2023': '1444 €', 'Réel May 2023': '1144 €', 'Réel Jun 2023': '1430 €', 'Réel Jul 2023': '1519 €', 'Réel Aug 2023': '1299 €', 'Réel Sep 2023': '1309 €', 'Réel Oct 2023': '1619 €', 'Réel Nov 2023': '1304 €', 'Réel Dec 2023': '1166 €', 'Réel Jan 2024': '1448 €', 'Réel Feb 2024': '1341 €', 'Réel Mar 2024': '1294 €', 'Réel Apr 2024': '1638 €', 'Réel May 2024': '1397 €', 'Réel Jun 2024': '1432 €', 'Réel Jul 2024': '1400 €', 'Réel Aug 2024': '1453 €', 'Réel Sep 2024': '1496 €', 'Réel Oct 2024': '1440 €', 'Réel Nov 2024': '1440 €', 'Réel Dec 2024': '1440 €', 'Budget Jan 2025': '1499 €', 'Budget Feb 2025': '1389 €', 'Budget Mar 2025': '1340 €', 'Budget Apr 2025': '1696 €', 'Budget May 2025': '1446 €', 'Budget Jun 2025': '1483 €', 'Budget Jul 2025': '1449 €', 'Budget Aug 2025': '1505 €', 'Budget Sep 2025': '1549 €', 'Budget Oct 2025': '1490 €', 'Budget Nov 2025': '1490 €', 'Budget Dec 2025': '1327 €', 'Prévision Jan 2025': '2624 €', 'Prévision Feb 2025': '-245 €', 'Prévision Mar 2025': '937 €', 'Prévision Apr 2025': '1740 €', 'Prévision May 2025': '-392 €', 'Prévision Jun 2025': '1035 €', 'Prévision Jul 2025': '1695 €', 'Prévision Aug 2025': '-107 €', 'Prévision Sep 2025': '1549 €', 'Prévision Oct 2025': '1490 €', 'Prévision Nov 2025': '1490 €', 'Prévision Dec 2025': '1327 €', 'Budget Jan 2026': '1759 €', 'Budget Feb 2026': '2449 €', 'Budget Mar 2026': '-1728 €', 'Budget Apr 2026': '2436 €', 'Budget May 2026': '2414 €', 'Budget Jun 2026': '-1689 €', 'Budget Jul 2026': '2332 €', 'Budget Aug 2026': '2493 €', 'Budget Sep 2026': '-1541 €', 'Budget Oct 2026': '2416 €', 'Budget Nov 2026': '2432 €', 'Budget Dec 2026': '-2512 €'}"
Marge,6.,MARGE 2,"{'Réel Jan 2022': '43339 €', 'Réel Feb 2022': '-36559 €', 'Réel Mar 2022': '-28520 €', 'Réel Apr 2022': '85447 €', 'Réel May 2022': '-40515 €', 'Réel Jun 2022': '18937 €', 'Réel Jul 2022': '94294 €', 'Réel Aug 2022': '-37480 €', 'Réel Sep 2022': '39680 €', 'Réel Oct 2022': '68611 €', 'Réel Nov 2022': '3270 €', 'Réel Dec 2022': '-32450 €', 'Réel Jan 2023': '107683 €', 'Réel Feb 2023': '-22627 €', 'Réel Mar 2023': '19133 €', 'Réel Apr 2023': '88819 €', 'Réel May 2023': '-62416 €', 'Réel Jun 2023': '53867 €', 'Réel Jul 2023': '117899 €', 'Réel Aug 2023': '-17605 €', 'Réel Sep 2023': '56676 €', 'Réel Oct 2023': '111729 €', 'Réel Nov 2023': '-38908 €', 'Réel Dec 2023': '5361 €', 'Réel Jan 2024': '7606 €', 'Réel Feb 2024': '-31041 €', 'Réel Mar 2024': '28076 €', 'Réel Apr 2024': '133974 €', 'Réel May 2024': '-26771 €', 'Réel Jun 2024': '61439 €', 'Réel Jul 2024': '123243 €', 'Réel Aug 2024': '-25023 €', 'Réel Sep 2024': '64682 €', 'Réel Oct 2024': '123305 €', 'Réel Nov 2024': '-17730 €', 'Réel Dec 2024': '-578 €', 'Budget Jan 2025': '50474 €', 'Budget Feb 2025': '-51394 €', 'Budget Mar 2025': '25028 €', 'Budget Apr 2025': '137509 €', 'Budget May 2025': '-26756 €', 'Budget Jun 2025': '56401 €', 'Budget Jul 2025': '128387 €', 'Budget Aug 2025': '-36539 €', 'Budget Sep 2025': '62027 €', 'Budget Oct 2025': '131821 €', 'Budget Nov 2025': '-16885 €', 'Budget Dec 2025': '-33468 €', 'Prévision Jan 2025': '139864 €', 'Prévision Feb 2025': '-15258 €', 'Prévision Mar 2025': '7021 €', 'Prévision Apr 2025': '93078 €', 'Prévision May 2025': '-22947 €', 'Prévision Jun 2025': '46665 €', 'Prévision Jul 2025': '86106 €', 'Prévision Aug 2025': '-28168 €', 'Prévision Sep 2025': '54521 €', 'Prévision Oct 2025': '114062 €', 'Prévision Nov 2025': '-27670 €', 'Prévision Dec 2025': '-47436 €', 'Budget Jan 2026': '88787 €', 'Budget Feb 2026': '129775 €', 'Budget Mar 2026': '-119578 €', 'Budget Apr 2026': '128863 €', 'Budget May 2026': '127934 €', 'Budget Jun 2026': '-108820 €', 'Budget Jul 2026': '121955 €', 'Budget Aug 2026': '130285 €', 'Budget Sep 2026': '-100911 €', 'Budget Oct 2026': '127258 €', 'Budget Nov 2026': '126428 €', 'Budget Dec 2026': '-158504 €'}"
Chiffre d'affaire,7.,% DES RECETTES TOTALES,"{'Réel Jan 2022': '26.01 %', 'Réel Feb 2022': '-25.75 %', 'Réel Mar 2022': '-20.46 %', 'Réel Apr 2022': '54.19 %', 'Réel May 2022': '-30.41 %', 'Réel Jun 2022': '13.82 %', 'Réel Jul 2022': '53.77 %', 'Réel Aug 2022': '-26.56 %', 'Réel Sep 2022': '26.11 %', 'Réel Oct 2022': '34.09 %', 'Réel Nov 2022': '2.01 %', 'Réel Dec 2022': '-22.01 %', 'Réel Jan 2023': '58.81 %', 'Réel Feb 2023': '-14.28 %', 'Réel Mar 2023': '12.33 %', 'Réel Apr 2023': '47.78 %', 'Réel May 2023': '-39.47 %', 'Réel Jun 2023': '31.13 %', 'Réel Jul 2023': '61.61 %', 'Réel Aug 2023': '-10.58 %', 'Réel Sep 2023': '32.96 %', 'Réel Oct 2023': '55.38 %', 'Réel Nov 2023': '-22.87 %', 'Réel Dec 2023': '3.57 %', 'Réel Jan 2024': '3.81 %', 'Réel Feb 2024': '-18.73 %', 'Réel Mar 2024': '16.60 %', 'Réel Apr 2024': '68.00 %', 'Réel May 2024': '-15.68 %', 'Réel Jun 2024': '35.69 %', 'Réel Jul 2024': '60.47 %', 'Réel Aug 2024': '-14.19 %', 'Réel Sep 2024': '36.25 %', 'Réel Oct 2024': '59.22 %', 'Réel Nov 2024': '-9.84 %', 'Réel Dec 2024': '-0.34 %', 'Budget Jan 2025': '25.04 %', 'Budget Feb 2025': '-30.75 %', 'Budget Mar 2025': '14.70 %', 'Budget Apr 2025': '69.20 %', 'Budget May 2025': '-15.53 %', 'Budget Jun 2025': '32.47 %', 'Budget Jul 2025': '62.37 %', 'Budget Aug 2025': '-20.51 %', 'Budget Sep 2025': '34.44 %', 'Budget Oct 2025': '62.67 %', 'Budget Nov 2025': '-9.29 %', 'Budget Dec 2025': '-20.16 %', 'Prévision Jan 2025': '65.95 %', 'Prévision Feb 2025': '-8.59 %', 'Prévision Mar 2025': '4.08 %', 'Prévision Apr 2025': '46.29 %', 'Prévision May 2025': '-13.72 %', 'Prévision Jun 2025': '27.42 %', 'Prévision Jul 2025': '43.78 %', 'Prévision Aug 2025': '-16.20 %', 'Prévision Sep 2025': '31.24 %', 'Prévision Oct 2025': '55.82 %', 'Prévision Nov 2025': '-16.03 %', 'Prévision Dec 2025': '-29.65 %', 'Budget Jan 2026': '42.39 %', 'Budget Feb 2026': '73.47 %', 'Budget Mar 2026': '-69.01 %', 'Budget Apr 2026': '62.87 %', 'Budget May 2026': '74.47 %', 'Budget Jun 2026': '-61.69 %', 'Budget Jul 2026': '59.68 %', 'Budget Aug 2026': '72.88 %', 'Budget Sep 2026': '-57.22 %', 'Budget Oct 2026': '61.52 %', 'Budget Nov 2026': '71.41 %', 'Budget Dec 2026': '-95.60 %'}"
Charge,8.,Total 2,"{'Réel Jan 2022': '4914 €', 'Réel Feb 2022': '630 €', 'Réel Mar 2022': '25586 €', 'Réel Apr 2022': '7573 €', 'Réel May 2022': '245 €', 'Réel Jun 2022': '26242 €', 'Réel Jul 2022': '16199 €', 'Réel Aug 2022': '24738 €', 'Réel Sep 2022': '200 €', 'Réel Oct 2022': '9269 €', 'Réel Nov 2022': '989 €', 'Réel Dec 2022': '22253 €', 'Réel Jan 2023': '5519 €', 'Réel Feb 2023': '1112 €', 'Réel Mar 2023': '27484 €', 'Réel Apr 2023': '13356 €', 'Réel May 2023': '1118 €', 'Réel Jun 2023': '34254 €', 'Réel Jul 2023': '6559 €', 'Réel Aug 2023': '495 €', 'Réel Sep 2023': '27636 €', 'Réel Oct 2023': '14052 €', 'Réel Nov 2023': '18969 €', 'Réel Dec 2023': '18840 €', 'Réel Jan 2024': '18997 €', 'Réel Feb 2024': '14788 €', 'Réel Mar 2024': '11087 €', 'Réel Apr 2024': '20918 €', 'Réel May 2024': '16444 €', 'Réel Jun 2024': '12869 €', 'Réel Jul 2024': '34894 €', 'Réel Aug 2024': '14864 €', 'Réel Sep 2024': '15309 €', 'Réel Oct 2024': '39127 €', 'Réel Nov 2024': '17136 €', 'Réel Dec 2024': '543 €', 'Budget Jan 2025': '20867 €', 'Budget Feb 2025': '15166 €', 'Budget Mar 2025': '14951 €', 'Budget Apr 2025': '21277 €', 'Budget May 2025': '15122 €', 'Budget Jun 2025': '14582 €', 'Budget Jul 2025': '21333 €', 'Budget Aug 2025': '14858 €', 'Budget Sep 2025': '14871 €', 'Budget Oct 2025': '21495 €', 'Budget Nov 2025': '14993 €', 'Budget Dec 2025': '14821 €', 'Prévision Jan 2025': '23045 €', 'Prévision Feb 2025': '15784 €', 'Prévision Mar 2025': '17155 €', 'Prévision Apr 2025': '23739 €', 'Prévision May 2025': '16919 €', 'Prévision Jun 2025': '15634 €', 'Prévision Jul 2025': '24157 €', 'Prévision Aug 2025': '15494 €', 'Prévision Sep 2025': '14871 €', 'Prévision Oct 2025': '21495 €', 'Prévision Nov 2025': '14993 €', 'Prévision Dec 2025': '14821 €', 'Budget Jan 2026': '20674 €', 'Budget Feb 2026': '13394 €', 'Budget Mar 2026': '14793 €', 'Budget Apr 2026': '21382 €', 'Budget May 2026': '14553 €', 'Budget Jun 2026': '13241 €', 'Budget Jul 2026': '21808 €', 'Budget Aug 2026': '13099 €', 'Budget Sep 2026': '14091 €', 'Budget Oct 2026': '20527 €', 'Budget Nov 2026': '14215 €', 'Budget Dec 2026': '14039 €'}"
Charge,8.1.,PRESTATIONS INTERNES (Y/C Honoraires syndic),"{'Réel Jan 2022': '0 €', 'Réel Feb 2022': '0 €', 'Réel Mar 2022': '24600 €', 'Réel Apr 2022': '0 €', 'Réel May 2022': '0 €', 'Réel Jun 2022': '25104 €', 'Réel Jul 2022': '10452 €', 'Réel Aug 2022': '23982 €', 'Réel Sep 2022': '0 €', 'Réel Oct 2022': '1951 €', 'Réel Nov 2022': '0 €', 'Réel Dec 2022': '22908 €', 'Réel Jan 2023': '0 €', 'Réel Feb 2023': '0 €', 'Réel Mar 2023': '26509 €', 'Réel Apr 2023': '5682 €', 'Réel May 2023': '0 €', 'Réel Jun 2023': '32974 €', 'Réel Jul 2023': '0 €', 'Réel Aug 2023': '0 €', 'Réel Sep 2023': '26509 €', 'Réel Oct 2023': '6465 €', 'Réel Nov 2023': '17673 €', 'Réel Dec 2023': '17543 €', 'Réel Jan 2024': '14520 €', 'Réel Feb 2024': '12176 €', 'Réel Mar 2024': '9754 €', 'Réel Apr 2024': '13985 €', 'Réel May 2024': '13985 €', 'Réel Jun 2024': '13514 €', 'Réel Jul 2024': '27812 €', 'Réel Aug 2024': '13906 €', 'Réel Sep 2024': '14110 €', 'Réel Oct 2024': '31151 €', 'Réel Nov 2024': '15474 €', 'Réel Dec 2024': '-203 €', 'Budget Jan 2025': '14059 €', 'Budget Feb 2025': '14059 €', 'Budget Mar 2025': '14059 €', 'Budget Apr 2025': '14059 €', 'Budget May 2025': '14059 €', 'Budget Jun 2025': '14059 €', 'Budget Jul 2025': '14059 €', 'Budget Aug 2025': '14059 €', 'Budget Sep 2025': '14059 €', 'Budget Oct 2025': '14059 €', 'Budget Nov 2025': '14059 €', 'Budget Dec 2025': '14059 €', 'Prévision Jan 2025': '15654 €', 'Prévision Feb 2025': '15654 €', 'Prévision Mar 2025': '15654 €', 'Prévision Apr 2025': '15654 €', 'Prévision May 2025': '15654 €', 'Prévision Jun 2025': '15654 €', 'Prévision Jul 2025': '15654 €', 'Prévision Aug 2025': '15654 €', 'Prévision Sep 2025': '14059 €', 'Prévision Oct 2025': '14059 €', 'Prévision Nov 2025': '14059 €', 'Prévision Dec 2025': '14059 €', 'Budget Jan 2026': '14039 €', 'Budget Feb 2026': '14039 €', 'Budget Mar 2026': '14039 €', 'Budget Apr 2026': '14039 €', 'Budget May 2026': '14039 €', 'Budget Jun 2026': '14039 €', 'Budget Jul 2026': '14039 €', 'Budget Aug 2026': '14039 €', 'Budget Sep 2026': '14039 €', 'Budget Oct 2026': '14039 €', 'Budget Nov 2026': '14039 €', 'Budget Dec 2026': '14039 €'}"
Charge,8.2.,FRAIS DES SOCIETES,"{'Réel Jan 2022': '-1422 €', 'Réel Feb 2022': '630 €', 'Réel Mar 2022': '986 €', 'Réel Apr 2022': '1237 €', 'Réel May 2022': '995 €', 'Réel Jun 2022': '1139 €', 'Réel Jul 2022': '-588 €', 'Réel Aug 2022': '756 €', 'Réel Sep 2022': '200 €', 'Réel Oct 2022': '982 €', 'Réel Nov 2022': '989 €', 'Réel Dec 2022': '-655 €', 'Réel Jan 2023': '-817 €', 'Réel Feb 2023': '1112 €', 'Réel Mar 2023': '974 €', 'Réel Apr 2023': '1338 €', 'Réel May 2023': '1118 €', 'Réel Jun 2023': '1280 €', 'Réel Jul 2023': '224 €', 'Réel Aug 2023': '495 €', 'Réel Sep 2023': '1126 €', 'Réel Oct 2023': '1251 €', 'Réel Nov 2023': '1296 €', 'Réel Dec 2023': '1297 €', 'Réel Jan 2024': '-1859 €', 'Réel Feb 2024': '2612 €', 'Réel Mar 2024': '1333 €', 'Réel Apr 2024': '598 €', 'Réel May 2024': '2460 €', 'Réel Jun 2024': '-645 €', 'Réel Jul 2024': '746 €', 'Réel Aug 2024': '958 €', 'Réel Sep 2024': '1199 €', 'Réel Oct 2024': '1640 €', 'Réel Nov 2024': '1662 €', 'Réel Dec 2024': '746 €', 'Budget Jan 2025': '283 €', 'Budget Feb 2025': '1107 €', 'Budget Mar 2025': '892 €', 'Budget Apr 2025': '693 €', 'Budget May 2025': '1063 €', 'Budget Jun 2025': '524 €', 'Budget Jul 2025': '749 €', 'Budget Aug 2025': '799 €', 'Budget Sep 2025': '813 €', 'Budget Oct 2025': '911 €', 'Budget Nov 2025': '934 €', 'Budget Dec 2025': '762 €', 'Prévision Jan 2025': '1056 €', 'Prévision Feb 2025': '130 €', 'Prévision Mar 2025': '1501 €', 'Prévision Apr 2025': '1750 €', 'Prévision May 2025': '1265 €', 'Prévision Jun 2025': '-20 €', 'Prévision Jul 2025': '2167 €', 'Prévision Aug 2025': '-160 €', 'Prévision Sep 2025': '813 €', 'Prévision Oct 2025': '911 €', 'Prévision Nov 2025': '934 €', 'Prévision Dec 2025': '762 €', 'Budget Jan 2026': '300 €', 'Budget Feb 2026': '-645 €', 'Budget Mar 2026': '754 €', 'Budget Apr 2026': '1007 €', 'Budget May 2026': '513 €', 'Budget Jun 2026': '-798 €', 'Budget Jul 2026': '1433 €', 'Budget Aug 2026': '-940 €', 'Budget Sep 2026': '52 €', 'Budget Oct 2026': '152 €', 'Budget Nov 2026': '176 €', 'Budget Dec 2026': '0 €'}"
